"gene_id","transcript_id","chr","start","stop","Start","Stop","Type","GeneSymbol","ClinicalSignificance","PhenotypeList"
"ENSG00000125741","ENST00000323060","19",45527767,45529456,45529286,45529286,"single nucleotide variant","OPA3","Conflicting classifications of pathogenicity","3-Methylglutaconic aciduria type 3|3-Methylglutaconic aciduria type 3;Optic atrophy 3"
"ENSG00000125741","ENST00000323060","19",45527767,45529456,45529113,45529113,"single nucleotide variant","OPA3","Benign/Likely benign","Optic atrophy 3;3-Methylglutaconic aciduria type 3|not provided"
"ENSG00000125741","ENST00000323060","19",45527767,45529456,45529341,45529341,"single nucleotide variant","OPA3","Conflicting classifications of pathogenicity","not provided|Inborn genetic diseases"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889670,3889670,"single nucleotide variant","PANK2","Pathogenic","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889633,3889633,"single nucleotide variant","PANK2","Pathogenic","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889432,3889432,"single nucleotide variant","PANK2","Benign/Likely benign","not specified|Pigmentary pallidal degeneration|not provided"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889410,3889410,"single nucleotide variant","PANK2","Pathogenic/Likely pathogenic","not provided|Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889480,3889480,"single nucleotide variant","PANK2","Benign/Likely benign","not specified|Pigmentary pallidal degeneration|not provided|PANK2-related disorder"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889619,3889619,"single nucleotide variant","PANK2","Benign/Likely benign","Pigmentary pallidal degeneration|not provided"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889724,3889724,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","not provided|Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889483,3889483,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration|not specified"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889685,3889685,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration|not provided"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889448,3889448,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889688,3889688,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889403,3889403,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration|PANK2-related disorder"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889421,3889421,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889484,3889484,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889496,3889496,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889685,3889685,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889545,3889545,"single nucleotide variant","PANK2","Pathogenic","Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889497,3889497,"single nucleotide variant","PANK2","Conflicting classifications of pathogenicity","Pigmentary pallidal degeneration|not specified"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889534,3889534,"single nucleotide variant","PANK2","Pathogenic","PANK2-related disorder|Pigmentary pallidal degeneration"
"ENSG00000125779","ENST00000610179","20",3889387,3889728,3889548,3889548,"single nucleotide variant","PANK2","Pathogenic","Pigmentary pallidal degeneration"
"ENSG00000127554","ENST00000248114","16",1984193,1984476,1984232,1984232,"single nucleotide variant","GFER","Conflicting classifications of pathogenicity","not specified|not provided"
"ENSG00000127554","ENST00000248114","16",1984193,1984476,1984407,1984407,"single nucleotide variant","GFER","Conflicting classifications of pathogenicity","not provided|Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome|Inborn genetic diseases|GFER-related disorder"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239957769,239957769,"single nucleotide variant","NDUFA10","Benign/Likely benign","not provided|Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239958623,239958623,"single nucleotide variant","NDUFA10","Benign/Likely benign","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239960471,239960471,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome|not provided"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239958043,239958043,"single nucleotide variant","NDUFA10","Benign/Likely benign","not provided|Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239960711,239960711,"single nucleotide variant","NDUFA10","Benign/Likely benign","Leigh syndrome|not provided|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239961181,239961181,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","not specified|not provided"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239957574,239957574,"single nucleotide variant","NDUFA10","Benign/Likely benign","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239958607,239958607,"single nucleotide variant","NDUFA10","Benign/Likely benign","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239958916,239958916,"single nucleotide variant","NDUFA10","Benign/Likely benign","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239958985,239958985,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome|not provided"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239959188,239959188,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239959240,239959240,"single nucleotide variant","NDUFA10","Benign/Likely benign","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome|not provided"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239959665,239959665,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239959736,239959736,"single nucleotide variant","NDUFA10","Benign/Likely benign","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239959901,239959901,"single nucleotide variant","NDUFA10","Benign/Likely benign","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239960439,239960439,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239960690,239960690,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239960722,239960722,"single nucleotide variant","NDUFA10","Benign/Likely benign","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome|not provided"
"ENSG00000130414","ENST00000252711","2",239957372,239961186,239960935,239960935,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",240005210,240005295,240005219,240005219,"single nucleotide variant","NDUFA10","Pathogenic","Mitochondrial complex 1 deficiency, nuclear type 22"
"ENSG00000130414","ENST00000252711","2",240005210,240005295,240005210,240005210,"single nucleotide variant","NDUFA10","Likely pathogenic","Mitochondrial complex 1 deficiency, nuclear type 22"
"ENSG00000130414","ENST00000252711","2",240011617,240011696,240011654,240011654,"single nucleotide variant","NDUFA10","Benign/Likely benign","not specified|Leigh syndrome|not provided|Mitochondrial complex 1 deficiency, nuclear type 22|Mitochondrial complex I deficiency, nuclear type 1"
"ENSG00000130414","ENST00000252711","2",240014739,240014860,240014859,240014859,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Leigh syndrome|Mitochondrial complex I deficiency, nuclear type 1|not specified|not provided"
"ENSG00000130414","ENST00000252711","2",240014739,240014860,240014778,240014778,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","Mitochondrial complex I deficiency, nuclear type 1|Leigh syndrome|not provided"
"ENSG00000130414","ENST00000252711","2",240014739,240014860,240014831,240014831,"single nucleotide variant","NDUFA10","Conflicting classifications of pathogenicity","not provided|Inborn genetic diseases"
"ENSG00000132837","ENST00000255189","5",79055810,79055908,79055859,79055859,"single nucleotide variant","DMGDH","Likely pathogenic","Dimethylglycine dehydrogenase deficiency|not provided"
"ENSG00000132837","ENST00000255189","5",79063613,79063787,79063620,79063620,"single nucleotide variant","DMGDH","Likely pathogenic","Dimethylglycine dehydrogenase deficiency"
"ENSG00000132837","ENST00000255189","5",79063613,79063787,79063653,79063653,"single nucleotide variant","DMGDH","Likely pathogenic","Dimethylglycine dehydrogenase deficiency"
"ENSG00000134240","ENST00000369406","1",119759864,119759989,119759915,119759915,"single nucleotide variant","HMGCS2","Pathogenic/Likely pathogenic","3-hydroxy-3-methylglutaryl-CoA synthase deficiency|not provided"
"ENSG00000134240","ENST00000369406","1",119759864,119759989,119759928,119759928,"single nucleotide variant","HMGCS2","Conflicting classifications of pathogenicity","3-hydroxy-3-methylglutaryl-CoA synthase deficiency"
"ENSG00000134240","ENST00000369406","1",119759864,119759989,119759979,119759979,"single nucleotide variant","HMGCS2","Conflicting classifications of pathogenicity","not specified|3-hydroxy-3-methylglutaryl-CoA synthase deficiency|HMGCS2-related disorder"
"ENSG00000134240","ENST00000369406","1",119759864,119759989,119759867,119759867,"single nucleotide variant","HMGCS2","Pathogenic","3-hydroxy-3-methylglutaryl-CoA synthase deficiency"
"ENSG00000134240","ENST00000369406","1",119759864,119759989,119759915,119759915,"single nucleotide variant","HMGCS2","Pathogenic","3-hydroxy-3-methylglutaryl-CoA synthase deficiency"
"ENSG00000138095","ENST00000260665","2",43886224,43888656,43888653,43888653,"single nucleotide variant","LRPPRC","Conflicting classifications of pathogenicity","not specified|not provided|Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
"ENSG00000138095","ENST00000260665","2",43886224,43888656,43888201,43888201,"single nucleotide variant","LRPPRC","Conflicting classifications of pathogenicity","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type|not provided"
"ENSG00000138095","ENST00000260665","2",43889734,43889876,43889785,43889785,"single nucleotide variant","LRPPRC","Conflicting classifications of pathogenicity","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type|not provided"
"ENSG00000138095","ENST00000260665","2",43889734,43889876,43889784,43889784,"single nucleotide variant","LRPPRC","Benign/Likely benign","not provided|Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type|LRPPRC-related disorder"
"ENSG00000138095","ENST00000260665","2",43889734,43889876,43889839,43889839,"single nucleotide variant","LRPPRC","Likely pathogenic","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
"ENSG00000138095","ENST00000260665","2",43894545,43894629,43894567,43894567,"single nucleotide variant","LRPPRC","Pathogenic/Likely pathogenic","not provided|Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
"ENSG00000138095","ENST00000260665","2",43894545,43894629,43894589,43894589,"single nucleotide variant","LRPPRC","Likely pathogenic","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
"ENSG00000138095","ENST00000260665","2",43896634,43896708,43896679,43896679,"single nucleotide variant","LRPPRC","Conflicting classifications of pathogenicity","not provided|Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
"ENSG00000138095","ENST00000260665","2",43899219,43899334,43899266,43899266,"single nucleotide variant","LRPPRC","Likely pathogenic","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
"ENSG00000138095","ENST00000260665","2",43899466,43899605,43899534,43899534,"single nucleotide variant","LRPPRC","Conflicting classifications of pathogenicity","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type|not provided"
"ENSG00000138095","ENST00000260665","2",43899466,43899605,43899589,43899589,"single nucleotide variant","LRPPRC","Conflicting classifications of pathogenicity","Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type|not provided"
